Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V8696,Vendor_301_Ltd,Raw Materials,23,768,482,301,87,352,22,2.46,4.0,16.0,0.2083,17938.0,High
V9034,Vendor_603_Co,Automotive,8,3869,1189,369,304,664,1,2.93,3.0,14.0,0.0823,108419.0,0 
V3655,Vendor_328_Corp,Chemicals,8,4199,3541,28,1782,2893,17,3.44,5.0,30.0,0.148,129759.0,0
V1985,Vendor_923_LLC,Food & Beverage,7,971,822,361,281,813,30,2.49,2.0,19.0,0.2599,330229.0,Low Risk
V7419,Vendor_565_LLC,IT Hardware,15,1758,1532,1304,1045,1389,20,3.16,1.0,68.0,0.1254,1160.0,YES
V2485,Vendor_553_LLC,Raw Materials,16,175,35,27,25,11,10,4.85,10.0,18.0,0.2488,14863.0,High
V5770,Vendor_659_Ltd,Machinery,22,1867,1603,1112,1112,470,1,2.22,9.0,38.0,0.0935,444028.0,NO
V7101,Vendor_453_LLC,Machinery,25,3161,187,33,149,55,25,2.55,2.0,57.0,0.2924,39596.0,YES
V4389,Vendor_196_Ltd,Office Supplies,8,1787,393,164,200,287,25,,7.0,63.0,0.0162,158492.0,NO
V4824,Vendor_992_Inc,Food & Beverage,26,3426,1008,214,967,334,9,3.66,10.0,43.0,0.2095,473832.0,0
V2746,Vendor_533_LLC,Electronics,25,4024,1744,1242,247,1007,10,2.47,9.0,48.0,0.0342,141616.0,High Risk
V9073,Vendor_582_Inc,Food & Beverage,7,2610,417,40,64,340,3,3.81,8.0,37.0,0.007,73542.0,1
V4602,Vendor_275_Ltd,Machinery,18,1252,47,35,37,20,20,2.05,3.0,12.0,0.1714,322982.0,High
V3501,Vendor_156_Ltd,Chemicals,22,3340,2514,2449,1093,1397,3,4.8,2.0,3.0,0.1258,55862.0,NO
V5378,Vendor_213_LLC,Packaging,15,1697,42,30,34,7,1,3.99,8.0,8.0,0.1372,437005.0,Low Risk
V9252,Vendor_855_Corp,Office Supplies,10,279,274,73,115,270,4,4.5,7.0,20.0,0.1938,104990.0,
V5887,Vendor_728_Co,Machinery,24,2774,317,161,207,95,16,2.42,10.0,41.0,0.241,381840.0,NO
V3885,Vendor_261_Corp,Food & Beverage,10,4464,3545,2406,701,571,5,3.75,6.0,63.0,0.1433,305563.0,High Risk
V7922,Vendor_247_Co,Office Supplies,5,31,25,22,5,23,12,4.34,10.0,46.0,0.0609,224259.0,0
V5515,Vendor_709_Corp,Chemicals,30,1626,234,74,30,47,5,2.9,8.0,37.0,0.0721,387688.0,0
V1702,Vendor_147_Inc,Automotive,16,4722,3571,1743,3538,2782,25,4.01,10.0,40.0,0.2595,477977.0,1
V6712,Vendor_114_Corp,Machinery,22,860,298,1,183,30,9,3.44,5.0,21.0,0.2911,361735.0,high
V5712,Vendor_862_LLC,IT Hardware,28,981,269,268,245,170,19,-5.0,,36.0,0.1946,209392.0,high
V5393,Vendor_326_Corp,Office Supplies,25,25,22,5,11,4,28,3.7,5.0,30.0,0.0362,428660.0,NO
V8559,Vendor_880_Ltd,IT Hardware,29,2025,1415,954,294,808,8,4.2,9.0,35.0,0.2582,42554.0,
V1085,Vendor_468_Ltd,IT Hardware,18,798,208,8,207,35,28,2.22,3.0,68.0,0.1489,437418.0,RISK
V5524,Vendor_143_Corp,Office Supplies,25,469,266,166,131,78,17,2.52,4.0,12.0,0.1104,79229.0,1
V2579,Vendor_595_Corp,IT Hardware,5,2781,529,274,408,29,26,2.28,7.0,40.0,0.0993,489629.0,low
V2182,Vendor_435_LLC,Chemicals,9,142,24,15,14,19,27,3.21,5.0,38.0,0.0081,87090.0,1
V7278,Vendor_742_LLC,Food & Beverage,8,4120,2081,1127,2011,1744,18,3.4,5.0,71.0,0.1627,100918.0,Low
V4737,Vendor_209_LLC,Machinery,11,1823,1380,382,1274,1093,25,3.65,6.0,18.0,0.2297,26455.0,High Risk
V7021,Vendor_403_Ltd,IT Hardware,1,368,337,30,93,199,21,2.31,5.0,43.0,0.0598,435797.0,YES
V2907,Vendor_125_Inc,Automotive,17,1875,1206,1072,554,39,1,3.36,5.0,68.0,0.1501,59632.0,Low Risk
V4980,Vendor_528_Co,IT Hardware,4,4917,4275,4027,3222,3895,30,3.8,3.0,6.0,0.1758,278606.0,High
V2174,Vendor_875_Ltd,Automotive,13,4542,459,403,416,262,20,3.46,3.0,71.0,0.16,497079.0,low
V1230,Vendor_576_LLC,Textiles,3,602,367,83,252,164,28,5.0,4.0,24.0,0.0107,30709.0,
V3211,Vendor_901_Ltd,Office Supplies,17,950,836,236,247,755,20,2.37,9.0,26.0,0.2202,450147.0,High Risk
V8919,Vendor_378_Inc,Automotive,10,2019,463,417,11,222,16,N/A,7.0,7.0,0.2856,158465.0,Low 
V8336,Vendor_205_Corp,Electronics,6,2406,1449,976,434,14,11,4.2,3.0,50.0,0.1029,352664.0,1
V9579,Vendor_500_Inc,Machinery,4,3975,3965,807,3440,3554,23,4.12,10.0,1.0,0.2165,108366.0,high
V3197,Vendor_457_Ltd,Food & Beverage,5,2598,943,793,863,689,3,4.92,TBD,43.0,0.0228,462958.0,1
V3577,Vendor_545_Inc,Electronics,11,4428,1822,949,1271,1369,7,4.14,8.0,26.0,0.1943,316901.0,high
V9914,Vendor_664_Inc,Packaging,16,1602,736,707,521,729,30,3.4,6.0,4.0,0.2856,331133.0,Low Risk
V4384,Vendor_197_Inc,Chemicals,9,1621,843,761,842,677,3,2.69,7.0,52.0,0.1126,190301.0,NO
V6754,Vendor_338_Co,Textiles,30,4147,3960,840,1118,217,16,4.97,7.0,57.0,0.1367,7389.0,YES
V2016,Vendor_394_Co,IT Hardware,18,2636,757,72,502,372,17,3.49,3.0,72.0,N/A,76283.0,low
V2179,Vendor_731_Ltd,Machinery,30,1020,274,19,141,256,27,3.54,4.0,3.0,0.0116,426330.0,High Risk
V7524,Vendor_612_LLC,Textiles,17,2218,1552,718,528,359,25,2.77,4.0,64.0,0.1356,140941.0,
V2061,Vendor_428_Ltd,IT Hardware,2,1731,947,526,67,361,18,3.74,6.0,66.0,0.2963,400562.0,NO
V6745,Vendor_940_LLC,Raw Materials,8,758,16,13,0,0,29,2.29,3.0,22.0,,269697.0,1
V9677,Vendor_839_Ltd,Chemicals,17,2249,649,204,352,588,9,,10.0,24.0,0.2059,248358.0,0
V9784,Vendor_208_LLC,Packaging,12,256,108,15,96,70,25,4.29,9.0,13.0,0.006,355306.0,
V7403,Vendor_319_Inc,Packaging,17,4538,3378,2119,1516,97,22,3.02,10.0,63.0,0.2756,34231.0,0
V5094,Vendor_267_Ltd,Textiles,8,1554,843,574,447,404,9,2.24,4.0,67.0,0.2294,-1000.0,Low Risk
V2710,Vendor_644_Co,Textiles,21,2165,1770,477,760,914,18,4.28,6.0,36.0,0.1418,122052.0,
V5373,Vendor_390_Co,Raw Materials,9,200,197,80,189,86,4,2.56,8.0,67.0,0.0677,162528.0,0
V4407,Vendor_417_Ltd,Packaging,2,1795,1575,133,697,135,18,4.11,7.0,42.0,0.208,,Low Risk
V4999,Vendor_875_Corp,Office Supplies,3,3190,1372,508,1270,396,14,4.06,2.0,28.0,0.1958,441195.0,High Risk
V6138,Vendor_719_Corp,Electronics ,25,4254,3480,2057,928,2284,3,3.07,2.0,,0.0038,104298.0,high
V3818,Vendor_102_Corp,Machinery,5,3689,2434,1087,2383,394,12,4.67,7.0,49.0,0.0583,17291.0,0
V7061,Vendor_372_Corp,Raw Materials,13,4728,2837,1225,283,2014,8,4.93,8.0,5.0,0.1053,,High
V2215,Vendor_417_Ltd,Food & Beverage,2,2490,1125,115,720,1039,2,3.11,5.0,10.0,0.1934,449420.0,1
V3336,Vendor_732_Inc,IT Hardware,3,2631,2226,1868,624,300,14,2.04,4.0,71.0,0.2442,349959.0,High Risk
V9460,Vendor_444_Inc,Packaging,16,4812,4389,0,1272,2489,26,2.92,10.0,72.0,0.1874,242370.0,NO
V5306,Vendor_549_Inc,Textiles,20,4470,2554,433,2452,1071,1,4.17,8.0,22.0,0.0746,348400.0,NO
V2476,Vendor_914_LLC,Electronics,21,4118,3143,2284,871,1288,9,4.62,3.0,48.0,0.1265,159297.0,High
V7074,Vendor_347_Ltd,Raw Materials,1,1047,415,374,371,187,22,3.9,9.0,57.0,,432323.0,Low
V2419,Vendor_130_Corp,Office Supplies,7,4610,1984,1069,293,938,29,2.38,7.0,9.0,0.1053,66584.0,0
V6057,Vendor_307_Inc,Automotive,23,1227,875,497,524,221,22,4.01,10.0,14.0,0.2614,243872.0,
V4626,Vendor_988_Co,Electronics,19,1072,702,364,265,538,30,2.63,8.0,50.0,0.1808,246842.0,
V4723,Vendor_567_Corp,Packaging,6,3706,1882,1605,1150,967,23,3.5,4.0,8.0,0.1955,27987.0,
V3174,Vendor_374_Corp,Food & Beverage,27,1354,89,65,17,13,25,3.97,7.0,37.0,0.2157,334518.0,Low
V6246,Vendor_508_Co,Electronics,1,810,679,467,497,650,23,2.02,2.0,11.0,0.2854,198246.0,Low
V6491,Vendor_727_Ltd,Electronics,22,4637,858,370,565,25,24,4.86,6.0,30.0,0.0989,199170.0,Low Risk
V5449,Vendor_412_Ltd,Food & Beverage,29,2220,337,72,8,298,6,3.13,1.0,27.0,0.2023,221550.0,YES
V3989,Vendor_882_Inc,Packaging,5,1071,687,235,615,67,30,2.96,1.0,25.0,0.0152,,NO
V3729,Vendor_544_Co,Machinery,21,4385,1787,1777,462,1302,8,2.22,2.0,38.0,0.188,20710.0,high
V6072,Vendor_771_Ltd,Packaging,30,3944,3344,1942,469,3212,22,2.09,3.0,72.0,0.1266,441156.0,1
V6473,Vendor_242_Ltd,Chemicals,23,3220,598,474,146,231,26,2.63,2.0,15.0,0.0737,272723.0,
V6562,Vendor_963_Ltd,Packaging,3,1045,455,49,199,70,1,4.95,1.0,28.0,0.1158,216483.0,
V9029,Vendor_158_Co,Packaging,12,3624,1415,916,1157,319,7,4.21,,51.0,0.2378,183503.0,0
V9578,Vendor_571_Inc,Automotive,28,2532,2011,1571,312,484,29,2.86,10.0,30.0,0.2286,215335.0,Low Risk
V9495,Vendor_987_Corp,Office Supplies,20,3336,3082,2912,1259,912,30,3.71,4.0,35.0,0.2784,340358.0,0
V5191,Vendor_416_Inc,IT Hardware,5,2679,786,335,195,183,19,4.04,6.0,61.0,0.2747,312331.0,low
V7760,Vendor_491_LLC,Chemicals,5,2791,708,497,651,438,17,2.53,8.0,56.0,0.1207,236352.0,High Risk
V4143,Vendor_968_Corp,Automotive,20,542,130,66,58,70,9,4.04,8.0,,0.2814,337050.0,YES
V2441,Vendor_566_Corp,Electronics,14,790,47,24,27,43,6,4.62,3.0,16.0,0.2347,403216.0,
V5632,Vendor_253_Corp,Electronics,26,2140,2052,1171,153,63,22,3.79,8.0,67.0,0.1554,241706.0,high
V5916,Vendor_285_Corp,Packaging,10,140,97,81,27,10,4,2.11,10.0,19.0,0.156,280012.0,low
V6801,Vendor_601_Corp,Automotive,6,182,19,18,15,10,13,3.48,9.0,49.0,0.2551,171969.0,0
V9153,Vendor_669_Ltd,Office Supplies,5,1505,434,64,209,275,2,3.29,,9.0,0.0615,435454.0,1
V2452,Vendor_562_LLC,Raw Materials ,26,3518,2524,1107,471,289,9,3.97,7.0,3.0,0.07,4173.0,Low Risk
V7570,Vendor_775_Inc,Food & Beverage,17,2974,1315,106,411,906,19,4.83,4.0,30.0,0.1839,4872.0,low
V3889,Vendor_860_Co,Chemicals,8,2292,1410,253,646,1041,27,3.18,7.0,65.0,0.2173,379031.0,High Risk
V8557,Vendor_659_Corp,Chemicals,16,426,5,3,0,4,4,4.77,9.0,47.0,0.2764,254034.0,low
V9460,Vendor_646_Inc,Raw Materials,10,2771,1188,815,264,337,29,4.32,2.0,22.0,0.182,82839.0,low
V1009,Vendor_188_Co,Machinery,18,3135,2970,1358,919,2654,10,4.02,1.0,40.0,0.1336,380493.0,low
V8199,Vendor_137_Ltd,Machinery,4,3104,1604,583,704,123,17,4.95,5.0,35.0,0.2163,86395.0,1
V5269,Vendor_899_LLC,Chemicals,16,3095,781,150,767,624,30,2.91,10.0,31.0,,295752.0,0
V6981,Vendor_724_LLC,Automotive,24,47,30,24,23,6,25,2.75,7.0,29.0,0.174,331096.0,
V9896,Vendor_722_Co,Electronics,12,2683,2536,1079,196,501,7,3.54,9.0,19.0,0.2617,255014.0,0
V4170,Vendor_517_Corp,Office Supplies,8,2572,1452,832,457,471,11,2.44,2.0,64.0,0.1892,345781.0,0
V4229,Vendor_251_Co,Office Supplies,27,3436,2609,2451,2566,2228,9,2.17,2.0,49.0,0.0518,268268.0,0
V8845,Vendor_269_Corp,Chemicals,17,3954,1282,493,68,1272,23,4.48,9.0,13.0,0.1644,29023.0,
V2841,Vendor_857_Corp,Machinery,20,1645,1403,765,319,175,30,2.44,5.0,2.0,0.103,422674.0,1
V4821,Vendor_685_Co,Chemicals,12,315,62,44,34,25,9,2.29,4.0,72.0,0.0755,123554.0,1
V1113,Vendor_497_Ltd,Raw Materials,3,3166,632,459,261,553,23,4.75,3.0,54.0,0.2367,389317.0,0
V5822,Vendor_467_Ltd,Raw Materials,23,3930,2396,536,254,2230,5,4.12,Good,61.0,0.2962,252245.0,
V5727,Vendor_799_Inc,Automotive,13,2750,1406,130,426,555,16,2.42,9.0,69.0,0.0686,1416.0,High
V8778,Vendor_758_LLC,Automotive,9,4412,2857,1931,1278,979,28,4.39,2.0,70.0,0.0808,477985.0,Low
V5253,Vendor_345_Ltd,Office Supplies,11,2812,2238,1167,1024,373,20,3.52,10.0,36.0,0.2326,58339.0,Low Risk
V1031,Vendor_369_Ltd,Packaging,4,3384,945,582,263,600,28,2.85,5.0,40.0,0.1262,420935.0,Low
V8478,Vendor_329_Inc,Office Supplies,13,2708,1682,831,1029,47,15,2.95,7.0,46.0,0.2644,326731.0,
V8029,Vendor_134_Corp,Packaging,6,4535,669,397,665,253,25,2.9,10.0,26.0,0.1669,189590.0,0
V8062,Vendor_283_Inc,Machinery,22,141,74,45,58,56,25,3.88,5.0,59.0,0.1219,205752.0,Low Risk
V7298,Vendor_695_LLC,Machinery ,19,2125,399,159,195,248,5,3.11,3.0,13.0,0.2422,337914.0,Low Risk
V7886,Vendor_149_Corp,Food & Beverage,19,231,112,31,42,35,15,4.12,1.0,61.0,0.2367,230142.0,High Risk
V9869,Vendor_824_Co,Electronics,6,3920,1697,179,1237,1516,9,4.6,3.0,62.0,0.08,144723.0,1
V5294,Vendor_236_LLC,Packaging,22,3697,1812,433,56,178,5,3.46,10.0,35.0,,20615.0,low
V7443,Vendor_216_LLC,Machinery,4,1961,395,370,319,316,15,,6.0,26.0,0.061,261858.0,YES
V5649,Vendor_171_Corp,Chemicals,7,4999,3798,3394,1896,2821,15,4.32,9.0,11.0,0.1119,104595.0,1
V6851,Vendor_119_Co,Packaging,23,3505,182,98,147,164,5,3.28,1.0,54.0,0.1539,215830.0,Low
V5066,Vendor_850_Inc,Food & Beverage,9,2220,997,888,945,505,1,2.03,2.0,18.0,0.0468,119447.0,1
V9886,Vendor_231_Corp,Automotive,3,830,223,217,194,27,25,2.58,9.0,4.0,0.099,146536.0,high
V6459,Vendor_940_LLC,Machinery,8,333,207,11,135,121,4,4.49,1.0,66.0,0.04,438783.0,0
V7605,Vendor_565_Corp,Electronics,10,2167,833,172,19,685,2,2.05,3.0,57.0,,343770.0,low
V9329,Vendor_195_Corp,Textiles,19,1482,724,416,237,486,2,4.05,8.0,20.0,0.2564,128411.0,0
V2204,Vendor_345_Ltd,Chemicals,11,1776,1242,1232,1035,302,11,3.25,2.0,33.0,0.2801,365598.0,NO
V6486,Vendor_585_Inc,Machinery,27,1592,818,616,615,605,17,2.13,3.0,14.0,0.2162,452514.0,NO
V4576,Vendor_238_Inc,IT Hardware,6,2288,2274,1885,865,1101,23,4.43,9.0,67.0,0.2603,345146.0,NO
V6470,Vendor_539_Corp,Textiles,28,4436,3912,955,1810,3076,18,4.26,5.0,25.0,0.2148,244577.0,YES
V8837,Vendor_724_Co,Packaging,25,3594,3505,1748,581,3178,27,2.95,1.0,23.0,0.0834,195088.0,1
V1806,Vendor_626_Inc,Automotive,25,2311,387,1,215,248,17,4.29,5.0,49.0,0.0445,172844.0,NO
V2032,Vendor_639_Inc,Raw Materials,21,3291,1822,1049,771,742,25,4.13,2.0,52.0,0.2756,,YES
V3770,Vendor_314_Ltd,Office Supplies,3,1597,1507,1379,99,1308,16,4.62,2.0,23.0,0.1358,105992.0,high
V8133,Vendor_186_Inc,Chemicals,9,2334,2116,1095,2089,288,9,4.55,6.0,62.0,0.1947,232702.0,low
V4243,Vendor_397_Inc,IT Hardware,15,333,277,153,116,83,26,2.47,6.0,48.0,0.0976,238501.0,YES
V9019,Vendor_807_LLC,Chemicals,21,4048,879,574,556,763,2,4.27,1.0,18.0,0.0895,127762.0,0
V8585,Vendor_310_Inc,Textiles,28,2486,952,324,679,695,14,3.88,2.0,50.0,0.1677,167739.0,high
V1866,Vendor_445_Inc,Textiles,13,323,75,12,48,65,1,2.55,5.0,11.0,0.2511,228244.0,
V2385,Vendor_859_Ltd,Packaging,28,3514,2359,1348,1202,566,14,2.39,6.0,22.0,0.1501,7281.0,1
V1539,Vendor_189_Inc,IT Hardware,13,4975,1251,340,1243,756,29,2.4,5.0,4.0,0.1383,227763.0,YES
V3998,Vendor_997_Inc,Textiles,5,3659,58,17,5,57,25,2.79,9.0,58.0,0.2352,38125.0,Low Risk
V6985,Vendor_216_Inc,Raw Materials,17,4372,3578,1885,1485,2497,29,3.28,,67.0,0.2165,106626.0,0
V9861,Vendor_102_Corp,Packaging,28,2457,229,65,52,224,7,2.21,1.0,2.0,0.2256,364652.0,High Risk
V4610,Vendor_982_Inc,IT Hardware,27,1252,140,103,31,107,14,2.26,5.0,51.0,0.0757,237680.0,
V8708,Vendor_168_Corp,Chemicals,23,90,40,26,11,9,7,2.6,2.0,69.0,0.1376,50657.0,0
V1066,Vendor_171_Inc,Packaging,18,3445,1171,695,851,96,4,3.11,7.0,4.0,0.0121,310596.0,0
V8692,Vendor_416_Co,Packaging,10,2559,2390,2216,596,603,12,6.0,9.0,19.0,0.0172,266870.0,High Risk
V4559,Vendor_188_Corp,Office Supplies,25,1250,843,630,703,453,4,3.77,7.0,45.0,0.289,165890.0,
V5073,Vendor_109_LLC,Automotive,30,747,159,57,117,93,9,3.71,7.0,8.0,0.075,198511.0,YES
V1132,Vendor_912_LLC,Machinery,30,688,648,518,34,281,10,3.66,2.0,43.0,0.2611,230970.0,NO
V1614,Vendor_388_LLC,Chemicals,9,4643,1361,389,1268,772,11,2.01,6.0,50.0,0.149,33630.0,0
V6477,Vendor_353_LLC,Automotive,9,2329,1508,1133,1220,512,24,-1.0,4.0,47.0,0.1341,449736.0,High Risk
V4747,Vendor_369_Ltd,Chemicals,12,4886,3415,3193,2975,1103,5,2.92,6.0,41.0,0.1349,223978.0,Low Risk
V1118,Vendor_484_Co,Automotive,25,69,5,0,1,4,9,4.8,8.0,44.0,0.1813,177449.0,Low
V1997,Vendor_498_Co,Electronics,16,821,244,35,238,79,27,,1.0,17.0,0.0802,88802.0,YES
V3323,Vendor_341_Co,Packaging,12,2177,1555,75,1401,1199,29,2.58,9.0,21.0,0.054,201114.0,High
V2288,Vendor_714_Co,Automotive,19,2530,2395,1481,1726,318,19,4.21,6.0,11.0,,54373.0,YES
V6246,Vendor_308_Inc,Packaging,14,3827,403,369,240,389,2,3.69,4.0,19.0,0.0049,291094.0,Low Risk
V1679,Vendor_858_Corp,Textiles,15,543,44,21,24,19,365,2.32,9.0,50.0,0.1486,167835.0,YES
V3287,Vendor_154_Corp,IT Hardware,25,3781,1679,955,1541,1352,24,4.02,2.0,15.0,0.1148,55790.0,0
V3557,Vendor_980_LLC,Food & Beverage,2,1225,102,96,74,63,17,2.85,1.0,41.0,0.2491,207609.0,0
V2418,Vendor_212_Ltd,Textiles,7,4012,2804,2699,11,1991,26,2.62,7.0,13.0,0.1658,342853.0,1
V2897,Vendor_688_LLC,Electronics,23,4184,3871,2257,3440,1789,22,4.86,3.0,,0.1629,181687.0,High
V9833,Vendor_974_LLC,Electronics,12,1579,1169,534,620,1052,19,,7.0,36.0,0.2241,,0
V3451,Vendor_247_Corp,IT/IS,6,1499,334,10,184,148,13,4.04,5.0,49.0,0.255,101850.0,1
V9611,Vendor_976_Ltd,Raw Materials,12,505,144,119,31,119,13,4.81,5.0,33.0,0.0461,168180.0,NO
V6742,Vendor_466_Inc,Automotive,28,1154,101,19,74,64,4,4.39,3.0,52.0,0.143,498959.0,NO
V1105,Vendor_870_LLC,Automotive,22,224,177,137,83,107,19,2.29,8.0,7.0,0.1502,266763.0,High Risk
V1107,Vendor_125_Co,Chemicals,25,2329,1317,691,1030,381,3,4.08,5.0,33.0,0.1078,197777.0,1
V7709,Vendor_546_Corp,Automotive,19,4389,113,78,71,11,18,4.92,10.0,14.0,0.2147,82433.0,High Risk
V1401,Vendor_795_LLC,Automotive,8,3729,1738,1650,1336,1584,28,4.21,5.0,43.0,0.1185,457650.0,high
V1437,Vendor_274_Ltd,Textiles,26,1111,771,341,342,627,15,4.53,2.0,53.0,0.1517,273658.0,0
V9296,Vendor_396_LLC,Raw Materials,21,3303,2152,257,1211,1897,6,4.34,5.0,62.0,0.2461,292869.0,YES
V5256,Vendor_485_Ltd,IT Hardware,29,931,42,28,39,18,29,3.09,10.0,56.0,,43533.0,High
V4266,Vendor_615_Inc,Packaging,1,1271,220,79,82,49,20,2.92,10.0,Slow,0.0973,403404.0,0
V1290,Vendor_190_Ltd,Food & Beverage,3,4605,268,82,68,263,22,,7.0,17.0,0.1692,191240.0,0
V3204,Vendor_510_Inc,Automotive,19,3442,36,1,32,2,23,2.63,5.0,60.0,0.2729,314457.0,low
V2888,Vendor_216_Ltd,Electronics,29,2342,2018,623,891,1267,23,4.07,8.0,2.0,0.04,74731.0,High Risk
V8754,Vendor_472_LLC,Machinery,9,3004,2687,2174,2475,553,2,3.52,1.0,48.0,0.1256,417656.0,YES
V4962,Vendor_706_Inc,Food & Beverage,3,187,36,8,8,18,28,3.97,3.0,69.0,0.1293,324862.0,YES
V8169,Vendor_365_Co,Machinery,8,997,28,1,3,23,3,3.73,1.0,56.0,0.1987,485586.0,high
V1678,Vendor_662_Ltd,Electronics,10,3743,1416,16,1401,906,10,4.91,10.0,60.0,0.1208,113037.0,High
V7503,Vendor_931_Ltd,Food & Beverage,24,2294,1248,1165,762,1187,21,3.28,7.0,12.0,0.2882,28971.0,1
V7355,Vendor_346_Inc,Textiles,6,1070,167,65,129,73,15,4.35,2.0,33.0,0.2325,83153.0,Low
V5264,Vendor_549_LLC,Machinery,27,629,518,232,255,127,11,2.5,5.0,68.0,0.1586,25420.0,low
V8829,Vendor_492_Corp,Packaging,7,958,54,30,34,27,10,4.24,6.0,5.0,0.0615,489052.0,High Risk
V6498,Vendor_206_Ltd,Office Supplies,18,2482,2140,1978,99,705,23,3.77,9.0,40.0,0.1045,276887.0,
V6954,Vendor_924_Corp,Textiles,23,3157,3125,488,298,1828,8,2.67,1.0,61.0,0.0653,466806.0,0
V5361,Vendor_140_Corp,IT Hardware,11,248,36,33,1,9,4,2.97,10.0,16.0,0.1782,495607.0,high
V8865,Vendor_808_Ltd,Machinery,29,158,133,28,102,69,20,3.43,9.0,49.0,0.0943,237200.0,Low Risk
V2802,Vendor_348_Ltd,Chemicals,19,149,43,29,15,5,11,3.86,7.0,20.0,,119822.0,0
V1018,Vendor_193_LLC,Raw Materials,28,2367,12,0,9,3,15,3.06,3.0,45.0,0.051,13720.0,
V1856,Vendor_933_LLC,Packaging,13,2870,1671,358,65,292,5,4.91,1.0,39.0,0.0657,265764.0,Low Risk
V5082,Vendor_983_Co,Electronics,26,3952,3225,1952,337,1445,6,2.5,,39.0,0.1395,409615.0,1
V5253,Vendor_570_Co,Electronics,12,4675,2374,1261,300,499,8,2.92,3.0,72.0,0.0718,188908.0,
V9498,Vendor_172_Co,Electronics,25,4029,3703,3211,2362,2589,21,4.74,2.0,38.0,0.0454,455580.0,1
V1643,Vendor_774_LLC,IT Hardware,11,281,246,102,208,188,20,4.44,8.0,44.0,0.0082,75979.0,0
V8479,Vendor_154_Inc,Packaging,11,2064,880,199,304,6,26,2.09,4.0,27.0,0.0584,496111.0,
V1147,Vendor_734_Ltd,IT Hardware,30,1225,254,204,38,254,17,4.34,1.0,7.0,0.2081,261115.0,low
V7796,Vendor_423_Inc,Electronics,6,1495,733,215,339,236,23,Excellent,9.0,53.0,0.2469,173617.0,YES
V4232,Vendor_408_Corp,Electronics,18,1690,1114,905,707,828,11,3.17,3.0,67.0,0.2976,149859.0,1
V7676,Vendor_864_Corp,Automotive,11,3166,2757,834,878,1981,21,2.34,9.0,52.0,0.0531,239485.0,1
V2424,Vendor_437_Corp,Raw Materials,11,1357,1315,289,428,481,9,2.36,8.0,52.0,0.1107,283592.0,high
V4679,Vendor_719_Co,Office Supplies,3,2492,1534,1373,803,1225,13,2.25,10.0,44.0,0.1559,272249.0,
V1568,Vendor_163_Ltd,Electronics ,5,1911,1321,1077,884,564,10,3.24,7.0,26.0,0.1752,129845.0,0
V8069,Vendor_346_Corp,Machinery,30,495,217,146,59,21,20,3.79,2.0,56.0,0.2234,494368.0,0
V7293,Vendor_977_Inc,Raw Materials,22,1311,853,325,397,354,14,2.95,7.0,54.0,0.1373,176726.0,low
V6181,Vendor_378_Ltd,Automotive,29,4841,1442,865,859,261,2,4.06,10.0,42.0,0.1547,161356.0,high risk
V1071,Vendor_106_Co,Chemicals,13,2855,2131,579,621,939,8,2.91,9.0,11.0,0.166,496003.0,Low Risk
V4800,Vendor_138_Ltd,Packaging,2,1397,1392,1352,953,1298,9,3.32,8.0,,0.2342,336093.0,low
V5189,Vendor_150_Ltd,Automotive,29,3020,1671,1389,1591,1015,16,4.37,6.0,39.0,0.0759,196390.0,1
V1837,Vendor_158_Inc,Electronics,16,477,133,94,109,79,25,4.01,1.0,17.0,0.2924,494323.0,0
V8913,Vendor_883_Corp,Textiles,5,930,893,609,811,68,28,2.43,2.0,64.0,0.1628,307257.0,High
V5141,Vendor_912_Corp,Electronics,26,3984,1514,735,59,540,9,,6.0,23.0,0.2597,160182.0,0
V1658,Vendor_230_Ltd,Raw Materials,5,4022,572,528,139,501,12,3.69,8.0,63.0,0.2666,488127.0,0
V3347,Vendor_719_Co,Electronics,19,3308,1328,21,87,415,2,4.11,1.0,56.0,0.0902,238650.0,high
V4801,Vendor_148_Inc,Machinery,30,4289,1085,164,1077,1055,29,4.28,2.0,60.0,0.1565,82120.0,0
V2038,Vendor_296_Ltd,Packaging,29,3797,485,390,234,476,13,4.43,9.0,54.0,0.2475,,
V5919,Vendor_964_Ltd,Textiles,11,1220,492,77,382,350,28,4.49,2.0,27.0,0.2538,140950.0,High
V4785,Vendor_211_Inc,Textiles,19,571,46,22,7,44,27,2.47,10.0,29.0,0.061,329704.0,High Risk
V8913,Vendor_626_Co,Raw Materials,30,2574,965,329,472,725,-1,3.28,2.0,49.0,0.0382,8143.0,0
V9482,Vendor_338_Inc,Chemicals,8,1212,1063,923,128,723,1,2.39,10.0,60.0,0.2696,126861.0,High Risk
V2787,Vendor_280_LLC,Electronics,16,2767,957,642,476,322,5,2.26,6.0,70.0,0.19,26002.0,Low
V5390,Vendor_353_Corp,Machinery,12,4180,1195,499,157,825,23,3.72,2.0,71.0,0.0215,39507.0,0
V7035,Vendor_335_Co,Office Supplies,21,1608,35,26,13,5,4,2.07,2.0,59.0,0.0748,412659.0,NO
